Nome da Nota,Data da Última Modificação,Data da Nota,Tags,Contagem de Palavras,Links,Caminho da Nota,Palavras/Link,cont_tags,quão_escondido
intervals.icu,2024-12-31,2024-04-28,['Fitness'],23,1,02 - Referencias\Site\intervals.icu.md,2.278857142857143,1,2
NetLab,2025-05-13,2025-05-13,['DataAnalyst'],14,0,02 - Referencias\Site\NetLab.md,1.2557339449541285,1,2
Paperzonevn,2024-12-31,2024-04-28,['Arte'],18,0,02 - Referencias\Site\Paperzonevn.md,1.2069954128440368,1,2
Paper✂️Maker,2025-04-22,2025-04-22,['Arte'],15,0,02 - Referencias\Site\Paper✂️Maker.md,1.2454128440366972,1,2
perplexity,2024-08-05,2024-04-28,[],15,0,02 - Referencias\Site\perplexity.md,1.2454128440366972,0,2
PHET,2025-04-24,2025-04-24,[],15,0,02 - Referencias\Site\PHET.md,1.2454128440366972,0,2
Playgraund,2024-08-05,2024-04-28,[],15,0,02 - Referencias\Site\Playgraund.md,1.2454128440366972,0,2
ranking de banco de dados,2025-02-18,2024-04-28,[],17,1,02 - Referencias\Site\ranking de banco de dados.md,2.430857142857143,0,2
Scispace,2024-05-02,2024-04-28,['Aprendizado'],19,0,02 - Referencias\Site\Scispace.md,1.1943807339449541,1,2
Silver Bolleting,2025-04-22,2025-04-22,[],19,0,02 - Referencias\Site\Silver Bolleting.md,1.1943807339449541,0,2
Sites para pesquisar artigos,2024-12-31,2024-04-28,['Utilidades'],12,2,02 - Referencias\Site\Sites para pesquisar artigos.md,3.9168141592920356,1,2
Status invest,2024-12-31,2024-04-28,['Economia'],19,0,02 - Referencias\Site\Status invest.md,1.1943807339449541,1,2
Suno.io,2024-12-31,2024-04-28,['Interesante'],23,0,02 - Referencias\Site\Suno.io.md,1.143348623853211,1,2
tempo.com,2024-04-29,2024-04-28,[],54,2,02 - Referencias\Site\tempo.com.md,2.5592920353982302,0,2
Towards,2025-04-15,2025-04-15,[],17,0,02 - Referencias\Site\Towards.md,1.2196100917431192,0,2
trends,2025-04-25,2025-04-25,[],22,0,02 - Referencias\Site\trends.md,1.1553899082568808,0,2
Video highlight,2024-04-29,2024-04-28,['Ferramentas'],16,0,02 - Referencias\Site\Video highlight.md,1.2339449541284404,1,2
WordStat,2025-04-07,2025-04-07,[],49,0,02 - Referencias\Site\WordStat.md,0.8698394495412844,0,2
D Cientista de Dados financeiro,2024-09-29,2024-09-28,['DataAnalyst'],205,0,02 - Referencias\Site\linkedin\D Cientista de Dados financeiro.md,0.3268348623853211,1,3
87 DICAS OBSIDIAN Do Iniciante ao Avançado  Tutorial Obsidian,2024-12-30,2024-04-28,['Aprendizado'],976,0,02 - Referencias\Videos\87 DICAS OBSIDIAN Do Iniciante ao Avançado  Tutorial Obsidian.md,0.05733944954128441,1,2
A arte e a ciência de MEMORIZAR qualquer coisa,2024-08-17,2024-04-28,['Aprendizado'],46,2,02 - Referencias\Videos\A arte e a ciência de MEMORIZAR qualquer coisa.md,2.7964601769911503,1,2
A Física da Neurociências,2024-06-08,2024-04-28,['Física'],270,4,02 - Referencias\Videos\A Física da Neurociências.md,1.2323529411764707,1,2
A MELHOR FORMA DE CHEGAR EM QUEM VOCÊ TÁ A FIM Marcos Lacerda psicólogo,2024-12-31,2024-04-28,['Psicologia'],72,0,02 - Referencias\Videos\A MELHOR FORMA DE CHEGAR EM QUEM VOCÊ TÁ A FIM Marcos Lacerda psicólogo.md,0.7018348623853211,1,2
Adeus verbo to be,2025-08-09,2024-04-28,['Inglês'],450,22,02 - Referencias\Videos\Adeus verbo to be.md,5.82051282051282,1,2
Anotações escritas ou digitadas,2024-11-15,2024-04-28,['Aprendizado'],135,0,02 - Referencias\Videos\Anotações escritas ou digitadas.md,0.4713302752293578,1,2
APRENDA INGLÊS SOZINHO e de GRAcA,2024-11-15,2024-04-28,[],519,0,02 - Referencias\Videos\APRENDA INGLÊS SOZINHO e de GRAcA.md,0.09977064220183486,0,2
APRENDA INGLÊS SOZINHO e de GRAÇA,2024-08-21,2024-04-28,['Aprendizado'],367,0,02 - Referencias\Videos\APRENDA INGLÊS SOZINHO e de GRAÇA.md,0.16857798165137614,1,2
Como e quais componentes guardar de sucata,2024-05-05,2024-04-28,['Eletrônica'],64,10,02 - Referencias\Videos\Como e quais componentes guardar de sucata.md,9.909774436090226,1,2
COMO ESTUDAR POR PDF USANDO INTELIGÊNCIA ARTIFICIAL - UPDF,2024-05-04,2024-04-26,['Aprendizado'],66,3,02 - Referencias\Videos\COMO ESTUDAR POR PDF USANDO INTELIGÊNCIA ARTIFICIAL - UPDF.md,3.0692124105011933,1,2
Como ganhar DINHEIRO ONLINE (fazendo freelance),2024-12-31,2024-04-28,['Venda'],356,0,02 - Referencias\Videos\Como ganhar DINHEIRO ONLINE (fazendo freelance).md,0.1743119266055046,1,2
"Como Magnetizar e Desmagnetizar ferramentas de forma CORRETA, com um pequeno dispositivo!🧲",2024-04-27,2024-04-27,[],49,2,"02 - Referencias\Videos\Como Magnetizar e Desmagnetizar ferramentas de forma CORRETA, com um pequeno dispositivo!🧲.md",2.6849557522123892,0,2
Curso de Mineração de Sentenças,2024-11-28,2024-04-28,[],61,2,02 - Referencias\Videos\Curso de Mineração de Sentenças.md,2.408849557522124,0,2
Engenharia de prompt,2024-12-31,2024-05-07,['IA'],98,0,02 - Referencias\Videos\Engenharia de prompt.md,0.5791284403669725,1,2
Equipamentos & Ferramentas - Software para Controle de Componentes Eletrônicos “com algo a mais”,2024-12-31,2024-04-28,['Eletrônica'],63,1,02 - Referencias\Videos\Equipamentos & Ferramentas - Software para Controle de Componentes Eletrônicos “com algo a mais”.md,1.5154285714285713,1,2
Evidência suprimida (Cherry picking),2024-05-03,2024-04-28,[],39,0,02 - Referencias\Videos\Evidência suprimida (Cherry picking).md,0.9747706422018348,0,2
Fazemos algo surreal ao falar português!,2024-12-31,2024-04-28,['Português'],43,3,02 - Referencias\Videos\Fazemos algo surreal ao falar português!.md,3.899761336515513,1,2
From Paper to Bionics Origami's Incredible Impact on Science  FD Engineering,2024-04-30,2024-04-28,[],1445,0,02 - Referencias\Videos\From Paper to Bionics Origami's Incredible Impact on Science  FD Engineering.md,0.04243119266055046,0,2
Github com Alexandre,2024-12-10,2024-04-28,['Programação'],35,0,02 - Referencias\Videos\Github com Alexandre.md,1.010894495412844,1,2
Improvisando o Mundo.,2025-03-18,,[],245,0,02 - Referencias\Videos\Improvisando o Mundo..md,0.27006880733944955,0,2
Método SQ3R,2024-08-18,2024-04-28,[],132,0,02 - Referencias\Videos\Método SQ3R.md,0.4822247706422018,0,2
Onde comprar componentes br,2025-03-27,2024-04-28,[],753,0,02 - Referencias\Videos\Onde comprar componentes br.md,0.06651376146788991,0,2
Onde mando fabricar minhas PCBs,2025-03-19,2024-04-28,['Eletrônica'],42,0,02 - Referencias\Videos\Onde mando fabricar minhas PCBs.md,0.9466743119266054,1,2
Por que comemos sempre a mesma coisa,2024-03-06,,['Nutricionismo'],119,0,02 - Referencias\Videos\Por que comemos sempre a mesma coisa.md,0.5131880733944955,1,2
Por que pessoas BURRAS se acham INTELIGENTES,2024-04-09,2024-04-08,['Aprendizado'],38,2,02 - Referencias\Videos\Por que pessoas BURRAS se acham INTELIGENTES.md,3.033628318584071,1,2
Qual é a VELOCIDADE da ELETRICIDADE,2024-04-24,2024-04-24,['Eletrônica'],76,4,02 - Referencias\Videos\Qual é a VELOCIDADE da ELETRICIDADE.md,3.4970588235294118,1,2
Transístor Explicado - Como funcionam os transístores,2024-09-12,2024-04-28,['Eletrônica'],252,13,02 - Referencias\Videos\Transístor Explicado - Como funcionam os transístores.md,4.731958762886598,1,2
"Water Shortages Using 20,000 Volts",2025-02-21,2024-04-28,[],464,0,"02 - Referencias\Videos\Water Shortages Using 20,000 Volts.md",0.12385321100917432,0,2
What Everyone Gets Wrong About AI and Learning,2025-07-18,2025-07-18,[],43,0,02 - Referencias\Videos\What Everyone Gets Wrong About AI and Learning.md,0.9369266055045872,0,2
Zettelkasten,2024-04-07,,['Aprendizado'],104,0,02 - Referencias\Videos\Zettelkasten.md,0.5625,1,2
Selenium com Python 01,2025-02-06,2024-04-28,[],30,1,02 - Referencias\Videos\Selenium\Selenium com Python 01.md,2.134857142857143,0,3
Selenium com Python 02,2025-02-06,2024-04-28,[],309,5,02 - Referencias\Videos\Selenium\Selenium com Python 02.md,1.2552447552447552,0,3
Selenium com Python,2025-02-06,2024-04-28,[],35,1,02 - Referencias\Videos\Selenium\Selenium com Python.md,2.0148571428571427,0,3
Coisa que quero por em uma mesa.,2025-04-20,2025-04-20,[],34,2,03 - Notas pessoais\Coisa que quero por em uma mesa..md,3.1646017699115045,0,1
Comidas,2025-07-01,,[],5,0,03 - Notas pessoais\Comidas.md,1.3170871559633028,0,1
IA Gemini,2025-05-27,,[],326,0,03 - Notas pessoais\IA Gemini.md,0.19094036697247707,0,1
Jogos,2025-06-12,,[],211,0,03 - Notas pessoais\Jogos.md,0.31880733944954126,0,1
Quem eu sou,2025-07-23,2025-05-06,[],5972,0,03 - Notas pessoais\Quem eu sou.md,0.017201834862385322,0,1
Concertei extenção,2024-04-24,2024-04-24,['Eletrônica'],20,1,03 - Notas pessoais\Coisa_que_fiz\Concertei extenção.md,2.352,1,2
Concertei minha lanterna,2024-04-24,2024-04-24,['Eletrônica'],26,3,03 - Notas pessoais\Coisa_que_fiz\Concertei minha lanterna.md,4.6181384248210025,1,2
Concertei teclado,2024-05-01,2024-05-01,['Eletrônica'],44,2,03 - Notas pessoais\Coisa_que_fiz\Concertei teclado.md,2.8619469026548674,1,2
Fiz fios jacarés,2024-04-24,2024-04-24,['Eletrônica'],21,2,03 - Notas pessoais\Coisa_que_fiz\Fiz fios jacarés.md,3.6053097345132743,1,2
Melhorei os estiletes.,2024-12-31,2024-04-24,['Ferramentas'],16,1,03 - Notas pessoais\Coisa_que_fiz\Melhorei os estiletes..md,2.4594285714285715,1,2
Pasta para soldar,2024-04-24,2024-04-24,['Eletrônica'],14,2,03 - Notas pessoais\Coisa_que_fiz\Pasta para soldar.md,3.8761061946902653,1,2
Pegador de acerolas,2024-04-24,2024-04-24,[],10,1,03 - Notas pessoais\Coisa_que_fiz\Pegador de acerolas.md,2.5714285714285716,0,2
Planos para Luminária,2024-05-07,2024-05-04,['Eletrônica'],114,8,03 - Notas pessoais\Coisa_que_fiz\Planos para Luminária.md,5.244318181818182,1,2
300% Fruta,2025-09-17,2025-09-17,[],183,2,03 - Notas pessoais\Ideia\300% Fruta.md,1.120353982300885,0,2
Ar condicionado base agua,2025-02-21,2025-02-21,['Comando'],6,0,03 - Notas pessoais\Ideia\Ar condicionado base agua.md,1.3107798165137614,1,2
Armazenamento infinito,2025-04-07,2025-04-07,['[]'],46,0,03 - Notas pessoais\Ideia\Armazenamento infinito.md,0.9059633027522935,1,2
Avalia qual ou quais compreessões,2024-08-23,,[],0,0,03 - Notas pessoais\Ideia\Avalia qual ou quais compreessões.md,1.3549311926605505,0,2
Avaliador de livros,2024-09-03,2024-08-29,[],167,1,03 - Notas pessoais\Ideia\Avaliador de livros.md,0.8011428571428572,0,2
Aviãozin,2025-06-30,,[],15,0,03 - Notas pessoais\Ideia\Aviãozin.md,1.2454128440366972,0,2
Ações,2024-12-31,2024-07-17,['Investimento'],41,0,03 - Notas pessoais\Ideia\Ações.md,0.9552752293577982,1,2
Busca lexical contextual.,2025-08-12,,[],72,0,03 - Notas pessoais\Ideia\Busca lexical contextual..md,0.7018348623853211,0,2
Cameras avô,2025-02-10,2025-02-08,[],337,0,03 - Notas pessoais\Ideia\Cameras avô.md,0.18635321100917432,0,2
Corretor de redações e plotador de erros,2024-11-10,2024-11-10,['DataAnalyst'],14,1,03 - Notas pessoais\Ideia\Corretor de redações e plotador de erros.md,2.5028571428571427,1,2
Criador de palavras que faltam,2024-08-29,2024-08-29,[],58,1,03 - Notas pessoais\Ideia\Criador de palavras que faltam.md,1.6091428571428572,0,2
Detector de circuitos,2024-12-31,2024-05-30,['Eletrônica'],49,0,03 - Notas pessoais\Ideia\Detector de circuitos.md,0.8698394495412844,1,2
Empresa comunista.,2025-02-19,2025-02-19,[],78,0,03 - Notas pessoais\Ideia\Empresa comunista..md,0.6720183486238532,0,2
Excel para controle de estoque,2024-05-05,2024-05-05,['Ferramentas'],35,0,03 - Notas pessoais\Ideia\Excel para controle de estoque.md,1.010894495412844,1,2
Gerador de diagrama crochet,2024-09-04,2024-09-04,[],46,0,03 - Notas pessoais\Ideia\Gerador de diagrama crochet.md,0.9059633027522935,0,2
Gráficos para csv,2024-08-19,2024-08-19,[],16,0,03 - Notas pessoais\Ideia\Gráficos para csv.md,1.2339449541284404,0,2
Hipoteses,2024-11-24,2024-11-24,['ideias'],14,0,03 - Notas pessoais\Ideia\Hipoteses.md,1.2557339449541285,1,2
Ia que lê livros,2025-05-27,2025-05-27,[],175,0,03 - Notas pessoais\Ideia\Ia que lê livros.md,0.3795871559633027,0,2
Kit completo,2025-04-06,2025-04-06,[],31,0,03 - Notas pessoais\Ideia\Kit completo.md,1.0561926605504588,0,2
Limpardor a jato,2025-04-27,2025-04-27,[],29,0,03 - Notas pessoais\Ideia\Limpardor a jato.md,1.0831422018348624,0,2
Livro = astronauta na terra,2024-07-29,2024-07-29,[],93,0,03 - Notas pessoais\Ideia\Livro = astronauta na terra.md,0.6032110091743119,0,2
Livro = Beleza,2024-07-29,2024-07-29,[],169,0,03 - Notas pessoais\Ideia\Livro = Beleza.md,0.39506880733944955,0,2
Livros en pt,2025-02-01,2025-02-01,['[]'],441,0,03 - Notas pessoais\Ideia\Livros en pt.md,0.13188073394495411,1,2
Luva com leds,2025-04-21,2025-04-21,[],20,0,03 - Notas pessoais\Ideia\Luva com leds.md,1.180045871559633,0,2
Medidor de densidade de área,2025-07-17,2025-07-17,[],113,0,03 - Notas pessoais\Ideia\Medidor de densidade de área.md,0.5326834862385321,0,2
Medidor de peso com a variação da capacitancia.,2024-05-12,2024-05-12,['Eletrônica'],68,0,03 - Notas pessoais\Ideia\Medidor de peso com a variação da capacitancia..md,0.7282110091743119,1,2
Multpesquisador,2024-08-10,,[],61,0,03 - Notas pessoais\Ideia\Multpesquisador.md,0.7803899082568807,0,2
Notebook,2025-02-04,,[],18,0,03 - Notas pessoais\Ideia\Notebook.md,1.2069954128440368,0,2
Optimização automatica,2025-04-23,2025-04-23,['Python'],140,1,03 - Notas pessoais\Ideia\Optimização automatica.md,0.9222857142857143,1,2
Ordenador de word,2024-08-30,2024-08-30,[],47,0,03 - Notas pessoais\Ideia\Ordenador de word.md,0.893348623853211,0,2
PoC antes da NLU,2025-08-13,,[],48,0,03 - Notas pessoais\Ideia\PoC antes da NLU.md,0.8818807339449541,0,2
POMI,2025-08-14,2025-07-15,[],1135,1,03 - Notas pessoais\Ideia\POMI.md,0.10057142857142858,0,2
Ponteira heat pipe,2024-04-24,2024-04-24,['Eletrônica'],38,1,03 - Notas pessoais\Ideia\Ponteira heat pipe.md,1.9588571428571429,1,2
Previsão de demanda para cadeias de suprimentos,2024-08-19,2024-08-19,['Programação'],17,0,03 - Notas pessoais\Ideia\Previsão de demanda para cadeias de suprimentos.md,1.2196100917431192,1,2
Transformar celular em um arduino.,2025-05-10,2024-05-12,['Eletrônica'],132,0,03 - Notas pessoais\Ideia\Transformar celular em um arduino..md,0.4822247706422018,1,2
Trayler,2024-06-15,2024-06-09,['C'],122,0,03 - Notas pessoais\Ideia\Trayler.md,0.5091743119266054,1,2
alfabeto,2025-08-09,,[],632,0,03 - Notas pessoais\Ideia\coisas para camili\alfabeto.md,0.07568807339449542,0,3
Emoção,2024-11-26,2024-11-26,['Psicologia'],52,0,03 - Notas pessoais\Psicologia\Emoção.md,0.8411697247706422,1,2
RPD,2024-11-26,2024-11-26,['Psicologia'],90,2,03 - Notas pessoais\Psicologia\RPD.md,1.91858407079646,1,2
Drawing 2025-03-18 21.32.52.excalidraw,2025-03-18,,['[excalidraw]'],45,0,04 - Arquivo\Excalidraw\Drawing 2025-03-18 21.32.52.excalidraw.md,0.9180045871559633,1,2
Drawing 2025-06-22 20.11.20.excalidraw,2025-06-22,,['[excalidraw]'],736,0,04 - Arquivo\Excalidraw\Drawing 2025-06-22 20.11.20.excalidraw.md,0.0716743119266055,1,2
drop_na,2025-03-18,,[],0,0,04 - Arquivo\Excalidraw\drop_na.md,1.3549311926605505,0,2
Limpeza.excalidraw,2025-03-18,,['[excalidraw]'],286,1,04 - Arquivo\Excalidraw\Limpeza.excalidraw.md,0.4514285714285714,1,2
Sem título,2025-03-18,,[],0,0,04 - Arquivo\Excalidraw\Sem título.md,1.3549311926605505,0,2
Sumário,2025-05-02,,[],41088,0,04 - Arquivo\Livros\Sumário.md,0.0022935779816513763,0,2
001 Sumário,2025-05-02,,[],16128,0,04 - Arquivo\Livros\Estatística\001 Sumário.md,0.0045871559633027525,0,3
001 Sumário,2025-05-02,,[],12220,0,04 - Arquivo\Livros\Estatística\DA\001 Sumário.md,0.008027522935779817,0,4
001 Sumário,2025-06-20,,[],2519,0,04 - Arquivo\Livros\Matemática\001 Sumário.md,0.028669724770642203,0,3
Guia de Cálculo para DS,2025-06-20,,[],3970,0,04 - Arquivo\Livros\Matemática\Guia de Cálculo para DS.md,0.022935779816513763,0,3
001 Sumário,2025-05-02,,[],10221,0,04 - Arquivo\Livros\PC\001 Sumário.md,0.009174311926605505,0,3
Estudo Comando,2025-01-25,,['Comando'],4,0,99 - Recursos\Modelos\Estudo Comando.md,1.322821100917431,1,2
Estudo,2024-09-20,,[],3,0,99 - Recursos\Modelos\Estudo.md,1.327408256880734,0,2
Nota diaria,2023-09-27,,[],2,0,99 - Recursos\Modelos\Nota diaria.md,1.3302752293577982,0,2
Pessoas,2023-09-27,,[],48,0,99 - Recursos\Modelos\Pessoas.md,0.8818807339449541,0,2
pret,2024-09-19,,[],30,0,99 - Recursos\Modelos\pret.md,1.0711009174311927,0,2
Sites,2025-04-07,,[],5,0,99 - Recursos\Modelos\Sites.md,1.3170871559633028,0,2
Vídeo,2025-07-12,,[],5,0,99 - Recursos\Modelos\Vídeo.md,1.3170871559633028,0,2
Reset LaTeX Size,2025-07-01,,[],130,0,Excalidraw\Scripts\Downloaded\Reset LaTeX Size.md,0.48910550458715596,0,3
